,feature_name
141,gene_effect_ACE
142,gene_effect_ACE2
143,gene_effect_ACER1
144,gene_effect_ACER2
145,gene_effect_ACER3
146,gene_effect_ACHE
147,gene_effect_ACIN1
148,gene_effect_ACKR1
149,gene_effect_ACKR2
150,gene_effect_ACKR3
151,gene_effect_ACKR4
152,gene_effect_ACLY
153,gene_effect_ACMSD
154,gene_effect_ACO1
155,gene_effect_ACO2
156,gene_effect_ACOD1
157,gene_effect_ACOT1
158,gene_effect_ACOT11
159,gene_effect_ACOT12
160,gene_effect_ACOT13
161,gene_effect_ACOT2
162,gene_effect_ACOT4
163,gene_effect_ACOT6
164,gene_effect_ACOT7
165,gene_effect_ACOT8
166,gene_effect_ACOT9
167,gene_effect_ACOX1
168,gene_effect_ACOX2
169,gene_effect_ACOX3
170,gene_effect_ACOXL
171,gene_effect_ACP1
172,gene_effect_ACP2
173,gene_effect_ACP4
174,gene_effect_ACP5
175,gene_effect_ACP6
176,gene_effect_ACP7
177,gene_effect_ACPP
178,gene_effect_ACR
179,gene_effect_ACRBP
180,gene_effect_ACRV1
181,gene_effect_ACSBG1
182,gene_effect_ACSBG2
183,gene_effect_ACSF2
184,gene_effect_ACSF3
185,gene_effect_ACSL1
186,gene_effect_ACSL3
187,gene_effect_ACSL4
188,gene_effect_ACSL5
189,gene_effect_ACSL6
190,gene_effect_ACSM1
191,gene_effect_ACSM2A
192,gene_effect_ACSM2B
193,gene_effect_ACSM3
194,gene_effect_ACSM4
195,gene_effect_ACSM5
196,gene_effect_ACSM6
197,gene_effect_ACSS1
198,gene_effect_ACSS2
199,gene_effect_ACSS3
200,gene_effect_ACTA1
201,gene_effect_ACTA2
202,gene_effect_ACTB
203,gene_effect_ACTBL2
204,gene_effect_ACTC1
205,gene_effect_ACTG1
206,gene_effect_ACTG2
207,gene_effect_ACTL10
208,gene_effect_ACTL6A
209,gene_effect_ACTL6B
210,gene_effect_ACTL7A
211,gene_effect_ACTL7B
212,gene_effect_ACTL8
213,gene_effect_ACTL9
214,gene_effect_ACTN1
215,gene_effect_ACTN2
216,gene_effect_ACTN4
217,gene_effect_ACTR10
218,gene_effect_ACTR1A
219,gene_effect_ACTR1B
220,gene_effect_ACTR2
221,gene_effect_ACTR3
222,gene_effect_ACTR3B
223,gene_effect_ACTR3C
224,gene_effect_ACTR5
225,gene_effect_ACTR6
226,gene_effect_ACTR8
227,gene_effect_ACTRT1
228,gene_effect_ACTRT2
229,gene_effect_ACTRT3
230,gene_effect_ACVR1
231,gene_effect_ACVR1B
232,gene_effect_ACVR1C
233,gene_effect_ACVR2A
234,gene_effect_ACVR2B
235,gene_effect_ACVRL1
236,gene_effect_ACY1
237,gene_effect_ACY3
238,gene_effect_ACYP1
239,gene_effect_ACYP2
240,gene_effect_ADA
241,gene_effect_ADA2
242,gene_effect_ADAD1
243,gene_effect_ADAD2
244,gene_effect_ADAL
245,gene_effect_ADAM10
246,gene_effect_ADAM11
247,gene_effect_ADAM12
248,gene_effect_ADAM15
249,gene_effect_ADAM17
250,gene_effect_ADAM18
251,gene_effect_ADAM19
252,gene_effect_ADAM2
253,gene_effect_ADAM20
254,gene_effect_ADAM21
255,gene_effect_ADAM22
256,gene_effect_ADAM23
257,gene_effect_ADAM28
258,gene_effect_ADAM29
259,gene_effect_ADAM30
260,gene_effect_ADAM32
261,gene_effect_ADAM33
262,gene_effect_ADAM7
263,gene_effect_ADAM8
264,gene_effect_ADAM9
265,gene_effect_ADAMDEC1
266,gene_effect_ADAMTS1
267,gene_effect_ADAMTS10
268,gene_effect_ADAMTS12
269,gene_effect_ADAMTS13
270,gene_effect_ADAMTS14
271,gene_effect_ADAMTS15
272,gene_effect_ADAMTS16
273,gene_effect_ADAMTS17
274,gene_effect_ADAMTS18
275,gene_effect_ADAMTS19
276,gene_effect_ADAMTS2
277,gene_effect_ADAMTS20
278,gene_effect_ADAMTS3
279,gene_effect_ADAMTS4
280,gene_effect_ADAMTS5
281,gene_effect_ADAMTS6
282,gene_effect_ADAMTS7
283,gene_effect_ADAMTS8
284,gene_effect_ADAMTS9
285,gene_effect_ADAMTSL1
286,gene_effect_ADAMTSL2
287,gene_effect_ADAMTSL3
288,gene_effect_ADAMTSL4
289,gene_effect_ADAMTSL5
290,gene_effect_ADAP1
291,gene_effect_ADAP2
292,gene_effect_ADAR
293,gene_effect_ADARB1
294,gene_effect_ADARB2
295,gene_effect_ADAT1
296,gene_effect_ADAT2
297,gene_effect_ADAT3
298,gene_effect_ADCK1
299,gene_effect_ADCK2
300,gene_effect_ADCK5
301,gene_effect_ADCY1
302,gene_effect_ADCY10
303,gene_effect_ADCY2
304,gene_effect_ADCY3
305,gene_effect_ADCY4
306,gene_effect_ADCY5
307,gene_effect_ADCY6
308,gene_effect_ADCY7
309,gene_effect_ADCY8
310,gene_effect_ADCY9
311,gene_effect_ADCYAP1
312,gene_effect_ADCYAP1R1
313,gene_effect_ADD1
314,gene_effect_ADD2
315,gene_effect_ADD3
316,gene_effect_ADGRA1
317,gene_effect_ADGRA2
318,gene_effect_ADGRA3
319,gene_effect_ADGRB1
320,gene_effect_ADGRB2
321,gene_effect_ADGRB3
322,gene_effect_ADGRD1
323,gene_effect_ADGRE1
324,gene_effect_ADGRE2
325,gene_effect_ADGRE3
326,gene_effect_ADGRE5
327,gene_effect_ADGRF1
328,gene_effect_ADGRF3
329,gene_effect_ADGRF4
330,gene_effect_ADGRF5
331,gene_effect_ADGRG1
332,gene_effect_ADGRG2
333,gene_effect_ADGRG3
334,gene_effect_ADGRG4
335,gene_effect_ADGRG5
336,gene_effect_ADGRG6
337,gene_effect_ADGRG7
338,gene_effect_ADGRL1
339,gene_effect_ADGRL2
340,gene_effect_ADGRL3
341,gene_effect_ADGRL4
342,gene_effect_ADGRV1
343,gene_effect_ADH1A
344,gene_effect_ADH1B
345,gene_effect_ADH4
346,gene_effect_ADH5
347,gene_effect_ADH6
348,gene_effect_ADH7
349,gene_effect_ADHFE1
350,gene_effect_ADI1
351,gene_effect_ADIG
352,gene_effect_ADIPOQ
353,gene_effect_ADIPOR1
354,gene_effect_ADIPOR2
355,gene_effect_ADIRF
356,gene_effect_ADK
357,gene_effect_ADM
358,gene_effect_ADM2
359,gene_effect_ADM5
360,gene_effect_ADNP
361,gene_effect_ADNP2
362,gene_effect_ADO
363,gene_effect_ADORA1
364,gene_effect_ADORA2A
365,gene_effect_ADORA2B
366,gene_effect_ADPGK
367,gene_effect_ADPRH
368,gene_effect_ADPRHL1
369,gene_effect_ADPRHL2
370,gene_effect_ADPRM
371,gene_effect_ADRA1A
372,gene_effect_ADRA1B
373,gene_effect_ADRA1D
374,gene_effect_ADRA2A
375,gene_effect_ADRA2B
376,gene_effect_ADRA2C
377,gene_effect_ADRB1
378,gene_effect_ADRB2
379,gene_effect_ADRB3
380,gene_effect_ADRM1
381,gene_effect_ADSL
382,gene_effect_ADSS
383,gene_effect_ADSSL1
384,gene_effect_ADTRP
385,gene_effect_AEBP1
386,gene_effect_AEBP2
387,gene_effect_AEN
388,gene_effect_AES
389,gene_effect_AFAP1
390,gene_effect_AFAP1L1
391,gene_effect_AFAP1L2
392,gene_effect_AFDN
393,gene_effect_AFF1
394,gene_effect_AFF2
395,gene_effect_AFF3
396,gene_effect_AFF4
397,gene_effect_AFG1L
398,gene_effect_AFG3L2
399,gene_effect_AFM
400,gene_effect_AFMID
401,gene_effect_AFP
402,gene_effect_AFTPH
403,gene_effect_AGA
404,gene_effect_AGAP1
405,gene_effect_AGAP2
406,gene_effect_AGAP3
407,gene_effect_AGAP4
408,gene_effect_AGAP5
409,gene_effect_AGAP6
410,gene_effect_AGAP9
411,gene_effect_AGBL1
412,gene_effect_AGBL2
413,gene_effect_AGBL3
414,gene_effect_AGBL4
415,gene_effect_AGBL5
416,gene_effect_AGER
417,gene_effect_AGFG1
418,gene_effect_AGFG2
419,gene_effect_AGGF1
420,gene_effect_AGK
421,gene_effect_AGL
422,gene_effect_AGMAT
423,gene_effect_AGMO
424,gene_effect_AGO1
425,gene_effect_AGO2
426,gene_effect_AGO3
427,gene_effect_AGO4
428,gene_effect_AGPAT1
429,gene_effect_AGPAT2
430,gene_effect_AGPAT3
431,gene_effect_AGPAT4
432,gene_effect_AGPAT5
433,gene_effect_AGPS
434,gene_effect_AGR2
435,gene_effect_AGR3
436,gene_effect_AGRN
437,gene_effect_AGRP
438,gene_effect_AGT
439,gene_effect_AGTPBP1
440,gene_effect_AGTR1
441,gene_effect_AGTR2
442,gene_effect_AGTRAP
443,gene_effect_AGXT
444,gene_effect_AGXT2
445,gene_effect_AHCTF1
446,gene_effect_AHCY
447,gene_effect_AHCYL1
448,gene_effect_AHCYL2
449,gene_effect_AHDC1
450,gene_effect_AHI1
451,gene_effect_AHNAK
452,gene_effect_AHNAK2
453,gene_effect_AHR
454,gene_effect_AHRR
455,gene_effect_AHSA1
456,gene_effect_AHSG
457,gene_effect_AHSP
458,gene_effect_AICDA
459,gene_effect_AIDA
460,gene_effect_AIF1
461,gene_effect_AIF1L
462,gene_effect_AIFM1
463,gene_effect_AIFM2
464,gene_effect_AIFM3
465,gene_effect_AIG1
466,gene_effect_AIM2
467,gene_effect_AIMP1
468,gene_effect_AIMP2
469,gene_effect_AIP
470,gene_effect_AIPL1
471,gene_effect_AIRE
472,gene_effect_AJAP1
473,gene_effect_AJM1
474,gene_effect_AJUBA
475,gene_effect_AK1
476,gene_effect_AK2
477,gene_effect_AK3
478,gene_effect_AK4
479,gene_effect_AK5
480,gene_effect_AK6
481,gene_effect_AK7
482,gene_effect_AK8
483,gene_effect_AK9
484,gene_effect_AKAIN1
485,gene_effect_AKAP1
486,gene_effect_AKAP10
487,gene_effect_AKAP11
488,gene_effect_AKAP12
489,gene_effect_AKAP13
490,gene_effect_AKAP14
491,gene_effect_AKAP17A
492,gene_effect_AKAP2
493,gene_effect_AKAP3
494,gene_effect_AKAP4
495,gene_effect_AKAP5
496,gene_effect_AKAP6
497,gene_effect_AKAP7
498,gene_effect_AKAP8
499,gene_effect_AKAP8L
500,gene_effect_AKAP9
501,gene_effect_AKIP1
502,gene_effect_AKIRIN1
503,gene_effect_AKIRIN2
504,gene_effect_AKNA
505,gene_effect_AKNAD1
506,gene_effect_AKR1A1
507,gene_effect_AKR1B1
508,gene_effect_AKR1B10
509,gene_effect_AKR1B15
510,gene_effect_AKR1C1
511,gene_effect_AKR1C2
512,gene_effect_AKR1C3
513,gene_effect_AKR1C4
514,gene_effect_AKR1D1
515,gene_effect_AKR1E2
516,gene_effect_AKR7A2
517,gene_effect_AKR7A3
518,gene_effect_AKR7L
519,gene_effect_AKT1
520,gene_effect_AKT1S1
521,gene_effect_AKT2
522,gene_effect_AKT3
523,gene_effect_AKTIP
524,gene_effect_ALAD
525,gene_effect_ALAS1
526,gene_effect_ALAS2
527,gene_effect_ALB
528,gene_effect_ALCAM
529,gene_effect_ALDH16A1
530,gene_effect_ALDH18A1
531,gene_effect_ALDH1A1
532,gene_effect_ALDH1A2
533,gene_effect_ALDH1A3
534,gene_effect_ALDH1B1
535,gene_effect_ALDH1L1
536,gene_effect_ALDH1L2
537,gene_effect_ALDH2
538,gene_effect_ALDH3A1
539,gene_effect_ALDH3A2
540,gene_effect_ALDH3B2
541,gene_effect_ALDH4A1
542,gene_effect_ALDH5A1
543,gene_effect_ALDH6A1
544,gene_effect_ALDH7A1
545,gene_effect_ALDH8A1
546,gene_effect_ALDH9A1
547,gene_effect_ALDOA
548,gene_effect_ALDOB
549,gene_effect_ALDOC
550,gene_effect_ALG1
551,gene_effect_ALG10
552,gene_effect_ALG10B
553,gene_effect_ALG11
554,gene_effect_ALG12
555,gene_effect_ALG13
556,gene_effect_ALG14
557,gene_effect_ALG1L
558,gene_effect_ALG2
559,gene_effect_ALG3
560,gene_effect_ALG5
561,gene_effect_ALG6
562,gene_effect_ALG8
563,gene_effect_ALG9
564,gene_effect_ALK
565,gene_effect_ALKAL1
566,gene_effect_ALKAL2
567,gene_effect_ALKBH1
568,gene_effect_ALKBH2
569,gene_effect_ALKBH3
570,gene_effect_ALKBH4
571,gene_effect_ALKBH5
572,gene_effect_ALKBH6
573,gene_effect_ALKBH7
574,gene_effect_ALKBH8
575,gene_effect_ALLC
576,gene_effect_ALMS1
577,gene_effect_ALOX12
578,gene_effect_ALOX12B
579,gene_effect_ALOX15
580,gene_effect_ALOX15B
581,gene_effect_ALOX5
582,gene_effect_ALOX5AP
583,gene_effect_ALOXE3
584,gene_effect_ALPG
585,gene_effect_ALPI
586,gene_effect_ALPK1
587,gene_effect_ALPK2
588,gene_effect_ALPK3
589,gene_effect_ALPL
590,gene_effect_ALPP
591,gene_effect_ALS2
592,gene_effect_ALS2CL
593,gene_effect_ALS2CR12
594,gene_effect_ALX1
595,gene_effect_ALX3
596,gene_effect_ALX4
597,gene_effect_ALYREF
598,gene_effect_AMACR
599,gene_effect_AMBN
600,gene_effect_AMBP
601,gene_effect_AMBRA1
602,gene_effect_AMD1
603,gene_effect_AMDHD1
604,gene_effect_AMDHD2
605,gene_effect_AMELX
606,gene_effect_AMER1
607,gene_effect_AMER2
608,gene_effect_AMER3
609,gene_effect_AMFR
610,gene_effect_AMH
611,gene_effect_AMHR2
612,gene_effect_AMIGO1
613,gene_effect_AMIGO2
614,gene_effect_AMIGO3
615,gene_effect_AMMECR1
616,gene_effect_AMMECR1L
617,gene_effect_AMN
618,gene_effect_AMN1
619,gene_effect_AMOT
620,gene_effect_AMOTL1
621,gene_effect_AMOTL2
622,gene_effect_AMPD1
623,gene_effect_AMPD2
624,gene_effect_AMPD3
625,gene_effect_AMPH
626,gene_effect_AMT
627,gene_effect_AMTN
628,gene_effect_AMY1A
629,gene_effect_AMY2A
630,gene_effect_AMY2B
631,gene_effect_AMZ1
632,gene_effect_AMZ2
633,gene_effect_ANAPC1
634,gene_effect_ANAPC10
635,gene_effect_ANAPC11
636,gene_effect_ANAPC13
637,gene_effect_ANAPC15
638,gene_effect_ANAPC16
639,gene_effect_ANAPC2
640,gene_effect_ANAPC4
641,gene_effect_ANAPC5
642,gene_effect_ANAPC7
643,gene_effect_ANG
644,gene_effect_ANGEL1
645,gene_effect_ANGEL2
646,gene_effect_ANGPT1
647,gene_effect_ANGPT2
648,gene_effect_ANGPT4
649,gene_effect_ANGPTL1
650,gene_effect_ANGPTL2
651,gene_effect_ANGPTL3
652,gene_effect_ANGPTL4
653,gene_effect_ANGPTL5
654,gene_effect_ANGPTL6
655,gene_effect_ANGPTL7
656,gene_effect_ANGPTL8
657,gene_effect_ANHX
658,gene_effect_ANK1
659,gene_effect_ANK2
660,gene_effect_ANK3
661,gene_effect_ANKAR
662,gene_effect_ANKDD1A
663,gene_effect_ANKDD1B
664,gene_effect_ANKEF1
665,gene_effect_ANKFN1
666,gene_effect_ANKFY1
667,gene_effect_ANKH
668,gene_effect_ANKHD1
669,gene_effect_ANKIB1
670,gene_effect_ANKK1
671,gene_effect_ANKLE1
672,gene_effect_ANKLE2
673,gene_effect_ANKMY1
674,gene_effect_ANKMY2
675,gene_effect_ANKRA2
676,gene_effect_ANKRD1
677,gene_effect_ANKRD10
678,gene_effect_ANKRD11
679,gene_effect_ANKRD12
680,gene_effect_ANKRD13A
681,gene_effect_ANKRD13B
682,gene_effect_ANKRD13C
683,gene_effect_ANKRD13D
684,gene_effect_ANKRD16
685,gene_effect_ANKRD17
686,gene_effect_ANKRD18A
687,gene_effect_ANKRD2
688,gene_effect_ANKRD20A1
689,gene_effect_ANKRD22
690,gene_effect_ANKRD23
691,gene_effect_ANKRD24
692,gene_effect_ANKRD26
693,gene_effect_ANKRD27
694,gene_effect_ANKRD28
695,gene_effect_ANKRD29
696,gene_effect_ANKRD30A
697,gene_effect_ANKRD30B
698,gene_effect_ANKRD31
699,gene_effect_ANKRD33
700,gene_effect_ANKRD33B
701,gene_effect_ANKRD34A
702,gene_effect_ANKRD34B
703,gene_effect_ANKRD34C
704,gene_effect_ANKRD35
705,gene_effect_ANKRD36B
706,gene_effect_ANKRD37
707,gene_effect_ANKRD39
708,gene_effect_ANKRD40
709,gene_effect_ANKRD42
710,gene_effect_ANKRD44
711,gene_effect_ANKRD45
712,gene_effect_ANKRD46
713,gene_effect_ANKRD49
714,gene_effect_ANKRD50
715,gene_effect_ANKRD52
716,gene_effect_ANKRD53
717,gene_effect_ANKRD54
718,gene_effect_ANKRD55
719,gene_effect_ANKRD6
720,gene_effect_ANKRD61
721,gene_effect_ANKRD62
722,gene_effect_ANKRD65
723,gene_effect_ANKRD66
724,gene_effect_ANKRD7
725,gene_effect_ANKRD9
726,gene_effect_ANKS1A
727,gene_effect_ANKS1B
728,gene_effect_ANKS3
729,gene_effect_ANKS4B
730,gene_effect_ANKS6
731,gene_effect_ANKZF1
732,gene_effect_ANLN
733,gene_effect_ANO1
734,gene_effect_ANO10
735,gene_effect_ANO2
736,gene_effect_ANO3
737,gene_effect_ANO4
738,gene_effect_ANO5
739,gene_effect_ANO6
740,gene_effect_ANO7
741,gene_effect_ANO8
742,gene_effect_ANO9
743,gene_effect_ANOS1
744,gene_effect_ANP32A
745,gene_effect_ANP32B
746,gene_effect_ANP32D
747,gene_effect_ANP32E
748,gene_effect_ANPEP
749,gene_effect_ANTXR1
750,gene_effect_ANTXR2
751,gene_effect_ANTXRL
752,gene_effect_ANXA1
753,gene_effect_ANXA10
754,gene_effect_ANXA11
755,gene_effect_ANXA13
756,gene_effect_ANXA2
757,gene_effect_ANXA2R
758,gene_effect_ANXA3
759,gene_effect_ANXA4
760,gene_effect_ANXA5
761,gene_effect_ANXA6
762,gene_effect_ANXA7
763,gene_effect_ANXA8
764,gene_effect_ANXA8L1
765,gene_effect_ANXA9
766,gene_effect_AOAH
767,gene_effect_AOC1
768,gene_effect_AOC2
769,gene_effect_AOC3
770,gene_effect_AOX1
771,gene_effect_AP1AR
772,gene_effect_AP1B1
773,gene_effect_AP1G1
774,gene_effect_AP1G2
775,gene_effect_AP1M1
776,gene_effect_AP1M2
777,gene_effect_AP1S1
778,gene_effect_AP1S2
779,gene_effect_AP1S3
780,gene_effect_AP2A1
781,gene_effect_AP2A2
782,gene_effect_AP2B1
783,gene_effect_AP2M1
784,gene_effect_AP2S1
785,gene_effect_AP3B1
786,gene_effect_AP3B2
787,gene_effect_AP3D1
788,gene_effect_AP3M1
789,gene_effect_AP3M2
790,gene_effect_AP3S1
791,gene_effect_AP3S2
792,gene_effect_AP4B1
793,gene_effect_AP4E1
794,gene_effect_AP4M1
795,gene_effect_AP4S1
796,gene_effect_AP5B1
797,gene_effect_AP5M1
798,gene_effect_AP5S1
799,gene_effect_AP5Z1
800,gene_effect_APAF1
801,gene_effect_APBA1
802,gene_effect_APBA2
803,gene_effect_APBA3
804,gene_effect_APBB1
805,gene_effect_APBB1IP
806,gene_effect_APBB2
807,gene_effect_APBB3
808,gene_effect_APC
809,gene_effect_APC2
810,gene_effect_APCDD1
811,gene_effect_APCDD1L
812,gene_effect_APCS
813,gene_effect_APEH
814,gene_effect_APEX1
815,gene_effect_APEX2
816,gene_effect_APH1A
817,gene_effect_APH1B
818,gene_effect_API5
819,gene_effect_APIP
820,gene_effect_APLF
821,gene_effect_APLN
822,gene_effect_APLNR
823,gene_effect_APLP1
824,gene_effect_APLP2
825,gene_effect_APMAP
826,gene_effect_APOA1
827,gene_effect_APOA2
828,gene_effect_APOA4
829,gene_effect_APOA5
830,gene_effect_APOB
831,gene_effect_APOBEC1
832,gene_effect_APOBEC2
833,gene_effect_APOBEC3A
834,gene_effect_APOBEC3B
835,gene_effect_APOBEC3C
836,gene_effect_APOBEC3D
837,gene_effect_APOBEC3F
838,gene_effect_APOBEC3G
839,gene_effect_APOBEC3H
840,gene_effect_APOBEC4
841,gene_effect_APOBR
842,gene_effect_APOC1
843,gene_effect_APOC2
844,gene_effect_APOC3
845,gene_effect_APOC4
846,gene_effect_APOD
847,gene_effect_APOE
848,gene_effect_APOF
849,gene_effect_APOH
850,gene_effect_APOL1
851,gene_effect_APOL2
852,gene_effect_APOL3
853,gene_effect_APOL5
854,gene_effect_APOL6
855,gene_effect_APOLD1
856,gene_effect_APOM
857,gene_effect_APOO
858,gene_effect_APOOL
859,gene_effect_APOPT1
860,gene_effect_APP
861,gene_effect_APPBP2
862,gene_effect_APPL1
863,gene_effect_APPL2
864,gene_effect_APRT
865,gene_effect_APTX
866,gene_effect_AQP1
867,gene_effect_AQP10
868,gene_effect_AQP11
869,gene_effect_AQP12B
870,gene_effect_AQP2
871,gene_effect_AQP3
872,gene_effect_AQP4
873,gene_effect_AQP5
874,gene_effect_AQP6
875,gene_effect_AQP7
876,gene_effect_AQP8
877,gene_effect_AQP9
878,gene_effect_AQR
879,gene_effect_AR
880,gene_effect_ARAF
881,gene_effect_ARAP1
882,gene_effect_ARAP2
883,gene_effect_ARAP3
884,gene_effect_ARC
885,gene_effect_ARCN1
886,gene_effect_AREG
887,gene_effect_AREL1
888,gene_effect_ARF1
889,gene_effect_ARF3
890,gene_effect_ARF4
891,gene_effect_ARF5
892,gene_effect_ARF6
893,gene_effect_ARFGAP1
894,gene_effect_ARFGAP2
895,gene_effect_ARFGAP3
896,gene_effect_ARFGEF1
897,gene_effect_ARFGEF2
898,gene_effect_ARFGEF3
899,gene_effect_ARFIP1
900,gene_effect_ARFIP2
901,gene_effect_ARFRP1
902,gene_effect_ARG1
903,gene_effect_ARG2
904,gene_effect_ARGFX
905,gene_effect_ARGLU1
906,gene_effect_ARHGAP1
907,gene_effect_ARHGAP10
908,gene_effect_ARHGAP11A
909,gene_effect_ARHGAP11B
910,gene_effect_ARHGAP12
911,gene_effect_ARHGAP15
912,gene_effect_ARHGAP17
913,gene_effect_ARHGAP18
914,gene_effect_ARHGAP19
915,gene_effect_ARHGAP20
916,gene_effect_ARHGAP21
917,gene_effect_ARHGAP22
918,gene_effect_ARHGAP23
919,gene_effect_ARHGAP24
920,gene_effect_ARHGAP25
921,gene_effect_ARHGAP26
922,gene_effect_ARHGAP27
923,gene_effect_ARHGAP28
924,gene_effect_ARHGAP29
925,gene_effect_ARHGAP30
926,gene_effect_ARHGAP31
927,gene_effect_ARHGAP32
928,gene_effect_ARHGAP33
929,gene_effect_ARHGAP35
930,gene_effect_ARHGAP36
931,gene_effect_ARHGAP39
932,gene_effect_ARHGAP4
933,gene_effect_ARHGAP44
934,gene_effect_ARHGAP45
935,gene_effect_ARHGAP5
936,gene_effect_ARHGAP6
937,gene_effect_ARHGAP8
938,gene_effect_ARHGAP9
939,gene_effect_ARHGDIA
940,gene_effect_ARHGDIB
941,gene_effect_ARHGDIG
942,gene_effect_ARHGEF1
943,gene_effect_ARHGEF10
944,gene_effect_ARHGEF10L
945,gene_effect_ARHGEF11
946,gene_effect_ARHGEF12
947,gene_effect_ARHGEF15
948,gene_effect_ARHGEF16
949,gene_effect_ARHGEF17
950,gene_effect_ARHGEF18
951,gene_effect_ARHGEF19
952,gene_effect_ARHGEF2
953,gene_effect_ARHGEF25
954,gene_effect_ARHGEF26
955,gene_effect_ARHGEF28
956,gene_effect_ARHGEF3
957,gene_effect_ARHGEF33
958,gene_effect_ARHGEF35
959,gene_effect_ARHGEF37
960,gene_effect_ARHGEF38
961,gene_effect_ARHGEF39
962,gene_effect_ARHGEF4
963,gene_effect_ARHGEF40
964,gene_effect_ARHGEF5
965,gene_effect_ARHGEF6
966,gene_effect_ARHGEF7
967,gene_effect_ARHGEF9
968,gene_effect_ARID1A
969,gene_effect_ARID1B
970,gene_effect_ARID2
971,gene_effect_ARID3A
972,gene_effect_ARID3B
973,gene_effect_ARID3C
974,gene_effect_ARID4A
975,gene_effect_ARID4B
976,gene_effect_ARID5A
977,gene_effect_ARID5B
978,gene_effect_ARIH1
979,gene_effect_ARIH2
980,gene_effect_ARIH2OS
981,gene_effect_ARL1
982,gene_effect_ARL10
983,gene_effect_ARL11
984,gene_effect_ARL13A
